"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048608","GO:0048608","reproductive structure development","27/453","478/23355",8.39780950262606e-07,3.24903486975549e-05,2.03166819899887e-05,"Bcl2/Cebpb/Sox2/Notch2/Vcam1/Tnc/Ptn/Htra1/Gja1/Psap/Sfrp1/Junb/Ctsb/Sox9/Socs3/Id4/Ctsl/Zfp36l1/Hes1/Tcf7l2/Csmd1/Bmpr1b/Adamts1/Fgfr2/Tgfb2/Serpine2/Tiparp",27
"GO:0048678","GO:0048678","response to axon injury","10/453","70/23355",9.57511373799084e-07,3.64677219637125e-05,2.2803790655895e-05,"Bcl2/Klf4/Tnc/Jun/Ptn/Rgma/Lrp1/Neo1/Ptprf/Ntrk3",10
"GO:0015849","GO:0015849","organic acid transport","21/453","313/23355",9.58426228846484e-07,3.64677219637125e-05,2.2803790655895e-05,"Acsl3/Kcnj10/Slc1a2/Slc16a2/Sfxn5/Slco1c1/Apoe/Fxyd1/Slc7a10/Gja1/Slc27a1/Myo6/Slc38a3/Acsl6/Gfap/Slc9a3r1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Slc7a11",21
"GO:0010720","GO:0010720","positive regulation of cell development","23/453","368/23355",1.00261410562249e-06,3.72260914700479e-05,2.32780100074491e-05,"Bcl2/Vim/Ptpra/Sox2/Ptprz1/Ptn/Apoe/Lrp1/Calr/Fermt2/Dag1/Cspg5/Gfap/Ntrk2/Id2/Hes1/Qk/Sirt2/Il6st/Ptprf/Plxnb1/Ntrk3/Serpine2",23
"GO:0007409","GO:0007409","axonogenesis","27/453","483/23355",1.02533555849946e-06,3.74654358042184e-05,2.34276754594488e-05,"Dst/Bcl2/Vim/Lrp4/Dclk1/Dab1/Epha5/Ptprz1/Mgll/Apoe/Rgma/Nr2e1/Lrp1/Vcl/Neo1/Ephb1/Dag1/Ntrk2/Ttc8/Alcam/Bmpr1b/Plxnb1/Fgfr2/Ntrk3/Sema6d/Tgfb2/Fezf2",27
"GO:0098656","GO:0098656","anion transmembrane transport","25/453","427/23355",1.12685228059249e-06,3.96515466080884e-05,2.47946819637665e-05,"Lmbrd1/Pea15a/Kcnj10/Slc1a2/Prnp/Slc16a2/Car2/Sec62/Abca1/Gabrb1/Fxyd1/Slc7a10/Slc27a1/Slc38a3/Acsl6/Gfap/Slc1a3/Tst/Slc15a2/Sorbs1/Clcn3/Klf15/Sort1/Slc7a11/Nfe2l2",25
"GO:0010632","GO:0010632","regulation of epithelial cell migration","18/453","240/23355",1.18093635625704e-06,4.11896286682381e-05,2.57564667812043e-05,"Glul/Klf4/Jun/Plpp3/Apoe/Sash1/Nr2e1/Cd63/Fgfr1/Calr/Rgcc/Sparc/Sox9/Emp2/Mcc/Tgfb2/Nfe2l2/Rhob",18
"GO:0006112","GO:0006112","energy reserve metabolic process","11/453","89/23355",1.21430532584284e-06,4.20350505276723e-05,2.62851212202624e-05,"Pygb/Gnas/Phkg1/Mt3/Ugp2/Ppp1r1a/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/Il6st",11
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","11/453","90/23355",1.35955659462184e-06,4.56327035279657e-05,2.85347853466062e-05,"Igfbp5/Bcl2/F3/Lrp1/Pdgfrb/Camk2d/Il6st/Adamts1/Sorl1/Sema6d/Nfe2l2",11
"GO:0048839","GO:0048839","inner ear development","17/453","218/23355",1.36779172173312e-06,4.56327035279657e-05,2.85347853466062e-05,"Sdc4/Sox2/Hes5/Psap/Fgfr1/Myo6/Fzd2/Sox9/Slc9a3r1/Ttc8/Hes1/Cebpd/Fgfr2/Prrx1/Abr/Celsr1/Tgfb2",17
"GO:0140115","GO:0140115","export across plasma membrane","9/453","57/23355",1.41517397060263e-06,4.68738198608238e-05,2.93108732267944e-05,"Atp1b1/Atp1a2/Atp1a1/Abca1/Slc4a4/Fxyd1/Gja1/Slc27a1/Atp1b2",9
"GO:1901652","GO:1901652","response to peptide","24/453","406/23355",1.56240205541977e-06,5.101630541243e-05,3.19012289777759e-05,"Lmbrd1/Vim/Ptpra/Prnp/Ogt/Car2/Foxo1/Vcam1/Gja1/Lrp1/Slc27a1/Ednrb/Sesn3/Gnai2/Socs3/Zfp36l1/Sorbs1/Cry2/Klf15/Ptprf/Sort1/Sorl1/Rarres2/Nr4a1",24
"GO:0051962","GO:0051962","positive regulation of nervous system development","22/453","352/23355",1.72309716652532e-06,5.41292568021779e-05,3.38478022209421e-05,"Vim/Ptpra/Sox2/Ptprz1/Ptn/Apoe/Lrp1/Ephb1/Dag1/Gfap/Ntrk2/Id2/Hes1/Qk/Nrxn1/Clstn1/Tpbg/Il6st/Ptprf/Plxnb1/Ntrk3/Serpine2",22
"GO:0045765","GO:0045765","regulation of angiogenesis","20/453","298/23355",1.72827991961776e-06,5.41292568021779e-05,3.38478022209421e-05,"Glul/S100a1/F3/Ddah1/Klf4/Ptn/Sash1/Nr2e1/Btg1/Rgcc/Sparc/Emp2/Hgf/Chil1/Adamts1/Tspan12/Tgfb2/Nfe2l2/Rhob/Klf2",20
"GO:0048545","GO:0048545","response to steroid hormone","17/453","222/23355",1.75650588631749e-06,5.46156183841872e-05,3.41519311081329e-05,"Bcl2/Atp1a2/Atp1a1/Zfp36/Sfrp1/Calr/Fam107a/Acsbg1/Ntrk2/Zfp36l1/Crebrf/Zfp36l2/Nr3c1/Klf9/Cry2/Tgfb2/Ddit4",17
"GO:0098739","GO:0098739","import across plasma membrane","15/453","175/23355",1.76753413102604e-06,5.46156183841872e-05,3.41519311081329e-05,"Atp1b1/Atp1a2/Kcnj10/Slc1a2/Prnp/Slc16a2/Atp1a1/Slc27a1/Acsl6/Atp1b2/Gfap/Slc9a3r1/Slc1a3/Slc15a2/Slc7a11",15
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","14/453","153/23355",1.79938443515954e-06,5.51679901225897e-05,3.44973370948106e-05,"Cebpb/Sox2/Wwtr1/Hes5/Zfp36/Btg1/Vcl/Tmem100/Sox9/Zfp36l1/Hes1/Tgfb2/Foxj1/Maff",14
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","8/453","44/23355",1.80937587065835e-06,5.51679901225897e-05,3.44973370948106e-05,"Zfp36/Fam107a/Zfp36l1/Crebrf/Zfp36l2/Nr3c1/Klf9/Ddit4",8
"GO:0034599","GO:0034599","cellular response to oxidative stress","19/453","274/23355",1.93776265063458e-06,5.83101911341283e-05,3.64622005468565e-05,"Bcl2/Sirpa/Foxo1/Jun/Prdx1/Pink1/Aldh2/Mgst1/Selenos/Psap/Mt3/Fos/Impact/Pdgfrb/Hgf/Sirt2/Slc7a11/Nfe2l2/Rhob",19
"GO:0014812","GO:0014812","muscle cell migration","12/453","113/23355",2.06600268467852e-06,6.13669442597412e-05,3.83736322077809e-05,"Igfbp5/Bcl2/F3/Lrp1/Thbs4/Pdgfrb/Camk2d/Il6st/Adamts1/Sorl1/Sema6d/Nfe2l2",12
"GO:0009612","GO:0009612","response to mechanical stimulus","15/453","178/23355",2.18666175741851e-06,6.41235078417506e-05,4.00973510327834e-05,"Atp1a2/Sox2/Atp1a1/Jun/Ptn/Cntnap2/Dag1/Sox9/Fos/Slc1a3/Nrxn1/Nrxn2/Dmd/Gsn/Serpine2",15
"GO:0006749","GO:0006749","glutathione metabolic process","9/453","60/23355",2.20890528140558e-06,6.43658222505777e-05,4.02488737151516e-05,"Slc1a2/Gstm5/Gstm1/Gclm/Mgst1/Gsta4/Glo1/Slc7a11/Nfe2l2",9
"GO:1901653","GO:1901653","cellular response to peptide","20/453","303/23355",2.23012409167388e-06,6.4575417094758e-05,4.03799363835025e-05,"Lmbrd1/Vim/Ptpra/Prnp/Ogt/Car2/Foxo1/Vcam1/Gja1/Lrp1/Slc27a1/Sesn3/Gnai2/Socs3/Zfp36l1/Sorbs1/Ptprf/Sorl1/Rarres2/Nr4a1",20
"GO:0003014","GO:0003014","renal system process","12/453","114/23355",2.26911830832868e-06,6.52938793221579e-05,4.08292011399931e-05,"Bcl2/Gnas/Gja1/Psap/Cyba/Ednrb/Gnai2/Slc9a3r1/Emp2/Slc15a2/Aqp4/Gsn",12
"GO:0042445","GO:0042445","hormone metabolic process","16/453","203/23355",2.42829738471188e-06,6.90116120939104e-05,4.31539528732098e-05,"Pcsk1n/Slc16a2/Atp1a1/Scp2/Slco1c1/Dkk3/Cpe/Ctsb/Selenom/Ctsl/Dio2/Nr3c1/Tcf7l2/Bmpr1b/Tiparp/Rbp1",16
"GO:0021700","GO:0021700","developmental maturation","21/453","333/23355",2.57167213056817e-06,7.12324892179437e-05,4.45426992571851e-05,"Bcl2/Bcan/S1pr1/Hes5/Cntnap2/Gja1/Cd63/Fgfr1/Ednrb/Dag1/Ctsl/Id2/Hes1/Nrxn1/Clstn1/Clcn3/Sirt2/Plxnb1/Sybu/Tgfb2/Klf2",21
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","8/453","46/23355",2.57498525141049e-06,7.12324892179437e-05,4.45426992571851e-05,"Cebpb/Jun/Tmbim6/Impact/Sirt2/Ppp1r15a/Nfe2l2/Klf2",8
"GO:0060537","GO:0060537","muscle tissue development","26/453","477/23355",2.58380228049448e-06,7.12324892179437e-05,4.45426992571851e-05,"Igfbp5/Bcl2/Btg2/Kcnk2/S1pr1/Plagl1/Gja1/Fgfr1/Ephb1/Sox9/Id2/Fos/Nr3c1/Pdgfrb/Tcf7l2/Camk2d/Sirt2/Csrp1/Fgfr2/Dmd/Tgfb2/Usp2/Tiparp/Nr4a1/Maff/Meg3",26
"GO:0009895","GO:0009895","negative regulation of catabolic process","20/453","310/23355",3.15585628229794e-06,8.35032317454007e-05,5.2215770914004e-05,"Bcl2/Dbi/Cst3/Chmp4b/Ogt/Pink1/Atraid/Zfp36/Crtc3/Timp3/Mt3/Fez1/Timp2/Qk/Sirt2/Tob1/Sorl1/Serpine2/Ddit4/Apoc1",20
"GO:0150115","GO:0150115","cell-substrate junction organization","11/453","99/23355",3.52309240205778e-06,9.2160894426557e-05,5.76295318159572e-05,"Dst/Bcl2/Ptpra/Sdc4/Gpm6b/Limch1/Lrp1/Fam107a/Vcl/Fermt2/Sorbs1",11
"GO:0031345","GO:0031345","negative regulation of cell projection organization","16/453","209/23355",3.54365528119247e-06,9.21750786136166e-05,5.76384013919798e-05,"Itm2c/Vim/Lrp4/Prnp/Dab1/Ptprz1/Apoe/Rgma/Lrp1/Ntm/Neo1/Gfap/Hes1/Nrxn1/Ptprf/Sema6d",16
"GO:0007626","GO:0007626","locomotory behavior","18/453","263/23355",4.32489288477076e-06,0.000108807687658386,6.80390108705668e-05,"Prex2/Atp1a2/Kcnj10/Dab1/Ppt1/Apoe/Psap/Gnao1/Aplp2/Myo6/Id2/Selenop/Lsamp/Clcn3/Gprc5b/Celsr1/Fezf2/Usp2",18
"GO:0021953","GO:0021953","central nervous system neuron differentiation","17/453","239/23355",4.77158179116409e-06,0.000118109476164083,7.38555529079444e-05,"Btg2/Sox2/Dclk1/Hes5/Nr2e1/Psap/Sfrp1/Fgfr1/Rora/Ephb1/Id4/Ntrk2/Hes1/Nrxn1/Fgfr2/Fezf2/Tfap2c",17
"GO:0070841","GO:0070841","inclusion body assembly","6/453","24/23355",5.15455654527761e-06,0.000123601970491969,7.72900885489817e-05,"Apoe/Psap/Clu/Hspa2/Dlgap1/Sorl1",6
"GO:0031346","GO:0031346","positive regulation of cell projection organization","24/453","436/23355",5.31807577937693e-06,0.000124920514735976,7.81145932148008e-05,"Ptprz1/Ptn/Apoe/Rgma/Lrp1/Fgfr1/Gpm6a/Fez1/Acsl6/Atp1b2/Ntrk2/Qk/Plce1/Hgf/Gprc5b/Tmem106b/Ptprf/Adamts1/Plxnb1/Dmd/Ntrk3/Scarb2/Serpine2/Nfe2l2",24
"GO:0006790","GO:0006790","sulfur compound metabolic process","19/453","294/23355",5.41734046599189e-06,0.000126606271601151,7.91687212101941e-05,"Acsl3/Slc1a2/Phgdh/Gstm5/Gstm1/Gclm/Scp2/Mgst1/Gsta4/Chst2/Acsl6/Tst/Glo1/Cbs/Acaa2/Hmgcs2/Acss1/Slc7a11/Nfe2l2",19
"GO:0043010","GO:0043010","camera-type eye development","22/453","379/23355",5.68678926676781e-06,0.000131567727558789,8.22711909262627e-05,"Vim/Fjx1/Sox2/Notch2/Klf4/Jun/Hes5/Ptn/Nr2e1/Gja1/Gpm6a/Ephb1/Sox9/Ntrk2/Ttc8/Pdgfrb/Rorb/Bmpr1b/Fgfr2/Ntrk3/Tspan12/Tgfb2",22
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","8/453","51/23355",5.77301562326845e-06,0.000132233651390686,8.26876026689669e-05,"Itm2c/Bcl2/Soat1/Cst3/Tmem59/Mt3/Itm2b/Tcf7l2",8
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","16/453","218/23355",6.08470188494112e-06,0.000137999839794428,8.6293283149152e-05,"Bcl2/Glul/Slc1a2/Lamp2/Foxo1/Vcam1/Jun/Fam107a/Sesn3/Slc38a3/Nim1k/Fos/Impact/Tcf7l2/Fads1/Nfe2l2",16
"GO:0071709","GO:0071709","membrane assembly","7/453","37/23355",6.13754265254612e-06,0.000138515913589816,8.66159915103903e-05,"Lrp4/Syt11/Psap/Sptbn1/Emp2/Nrxn1/Nrxn2",7
"GO:1903034","GO:1903034","regulation of response to wounding","14/453","170/23355",6.21429685300539e-06,0.000139564013225545,8.72713832758395e-05,"Klf4/Plpp3/Ptn/Cd9/Apoe/Rgma/Gja1/Lrp1/Fermt2/Neo1/Ptprf/Ntrk3/Serpine2/Nfe2l2",14
"GO:0030007","GO:0030007","cellular potassium ion homeostasis","5/453","15/23355",6.86835144280591e-06,0.000150580428774659,9.41601062459857e-05,"Atp1b1/Atp1a2/Atp1a1/Atp1b2/Camk2d",5
"GO:1902043","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/453","15/23355",6.86835144280591e-06,0.000150580428774659,9.41601062459857e-05,"Pea15a/Timp3/Sfrp1/Trps1/Bmpr1b",5
"GO:0019827","GO:0019827","stem cell population maintenance","14/453","172/23355",7.11394547702743e-06,0.000154493419699218,9.66069557083914e-05,"Sox2/Foxo1/Klf4/Hes5/Ptn/Nr2e1/Sfrp1/Fgfr1/Sox9/Hes1/Zfp36l2/Tcf7l2/Prrx1/Tfap2c",14
"GO:0030509","GO:0030509","BMP signaling pathway","14/453","172/23355",7.11394547702743e-06,0.000154493419699218,9.66069557083914e-05,"Notch2/Hes5/Rgma/Htra1/Sfrp1/Neo1/Tmem100/Hes1/Pdcd4/Tcf7l2/Bmpr1b/Tob1/Sorl1/Tgfb2",14
"GO:0003018","GO:0003018","vascular process in circulatory system","16/453","221/23355",7.2381354298131e-06,0.000156016107404128,9.75591142142507e-05,"Atp1a2/Slc16a2/Gclm/Ddah1/Apoe/Gja1/Lrp1/Slc27a1/Fermt2/Ednrb/Cbs/Nr3c1/Add3/Abr/Ctnnbip1/Klf2",16
"GO:0042593","GO:0042593","glucose homeostasis","18/453","273/23355",7.25183470557849e-06,0.000156016107404128,9.75591142142507e-05,"Igfbp5/Ogt/Foxo1/Vcam1/Camk2n1/Epha5/Lrp1/Sesn3/Nrxn1/Aqp4/Tcf7l2/Cry2/Sidt2/Csmd1/Nr1d1/Gprc5b/Klf15/Sybu",18
"GO:0042176","GO:0042176","regulation of protein catabolic process","22/453","390/23355",8.93280311350755e-06,0.000186939206975404,0.000116895772801163,"Cst3/Ogt/Foxo1/Atraid/Apoe/Rgma/Cd81/Gja1/Timp3/Lrp1/Clu/Gfap/Sox9/Timp2/Crebrf/Dlgap1/Sirt2/Pttg1ip/Sorl1/Pacsin3/Serpine2/Tiparp",22
"GO:0000302","GO:0000302","response to reactive oxygen species","15/453","200/23355",9.12800770493317e-06,0.00019015994331906,0.000118909745525088,"Bcl2/Prdx6/Sirpa/Foxo1/Jun/Prdx1/Pink1/Psap/Sesn3/Fos/Impact/Pdgfrb/Hgf/Nfe2l2/Rhob",15
"GO:0098727","GO:0098727","maintenance of cell number","14/453","176/23355",9.26631067972967e-06,0.000192171596258898,0.000120167661019728,"Sox2/Foxo1/Klf4/Hes5/Ptn/Nr2e1/Sfrp1/Fgfr1/Sox9/Hes1/Zfp36l2/Tcf7l2/Prrx1/Tfap2c",14
"GO:0090132","GO:0090132","epithelium migration","19/453","306/23355",9.58952526754038e-06,0.000197982844537022,0.000123801518086962,"Glul/Klf4/Jun/Plpp3/Apoe/Sash1/Nr2e1/Cd63/Fgfr1/Calr/Rgcc/Sparc/Sox9/Emp2/Mcc/Tgfb2/Nfe2l2/Rhob/Nr4a1",19
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","21/453","364/23355",1.01610285501176e-05,0.000206310423125634,0.000129008872661898,"Sdc4/Gpm6b/Notch2/S1pr1/Limch1/Epha5/Lrp1/Fam107a/Fermt2/Rgcc/Sptbn1/Pdlim4/Ctsl/Ttc8/Pdgfrb/Add3/Ntrk3/Celsr1/Gsn/Tgfb2/Rhob",21
"GO:0006816","GO:0006816","calcium ion transport","23/453","423/23355",1.01721255537617e-05,0.000206310423125634,0.000129008872661898,"Bcl2/Dbi/Atp1b1/Atp1a2/Prnp/S100a1/Gem/Adcyap1r1/Gja1/Saraf/Gnao1/Cyba/Gnai2/Hspa2/Tmbim6/Hes1/Pdgfrb/Camk2d/Camk2g/Dmd/Pacsin3/Tgfb2/Usp2",23
"GO:0009896","GO:0009896","positive regulation of catabolic process","24/453","457/23355",1.16596223555335e-05,0.000231383195365845,0.000144687237488131,"Btg2/Foxo1/Tmem59/Pink1/Slc4a4/Apoe/Zfp36/Rgma/Cd81/Gja1/Lrp1/Clu/Sesn3/Sox9/Zfp36l1/Qk/Crebrf/Zfp36l2/Sirt2/Pttg1ip/Tob1/Sorl1/Pacsin3/Tiparp",24
"GO:0046486","GO:0046486","glycerolipid metabolic process","21/453","371/23355",1.35378212366217e-05,0.000261882894846245,0.000163759137913137,"Plcd4/Acsl3/Dbi/Prdx6/Naaa/Mgll/Apoe/Chpt1/Slc27a1/Abhd4/Acsl6/Pitpnc1/Socs3/Pla2g7/Pdgfrb/Tcf7l2/Plce1/Pigp/Il6st/Sorl1/Apoc1",21
"GO:0071774","GO:0071774","response to fibroblast growth factor","10/453","94/23355",1.44251457384377e-05,0.00027370420511105,0.000171151173116905,"Zfp36/Sfrp1/Fgfr1/Zfp36l1/Zfp36l2/Nrxn1/Tcf7l2/Fgfr2/Ier2/Nr4a1",10
"GO:0071772","GO:0071772","response to BMP","14/453","183/23355",1.44461602610741e-05,0.00027370420511105,0.000171151173116905,"Notch2/Hes5/Rgma/Htra1/Sfrp1/Neo1/Tmem100/Hes1/Pdcd4/Tcf7l2/Bmpr1b/Tob1/Sorl1/Tgfb2",14
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","19/453","318/23355",1.64570884943172e-05,0.000304543339572424,0.000190435327113855,"Lrp4/Prnp/Plpp3/Hes5/Ptprz1/Cd81/Sfrp1/Fgfr1/Aplp2/Socs3/Thbs4/Hes1/Pdgfrb/Gfra1/Hgf/Gprc5b/Clk1/Il6st/Fgfr2",19
"GO:0003015","GO:0003015","heart process","16/453","236/23355",1.64719796491534e-05,0.000304543339572424,0.000190435327113855,"Atp1b1/Atp1a2/Wwtr1/S100a1/Atp1a1/Hopx/Fxyd1/Gja1/Gnao1/Gnai2/Thra/Kcnn2/Camk2d/Dmd/Gsn/Tgfb2",16
"GO:0009914","GO:0009914","hormone transport","21/453","376/23355",1.65368885519344e-05,0.000304543339572424,0.000190435327113855,"Glul/Gnas/Slc16a2/Camk2n1/Epha5/Slco1c1/Gja1/Lrp1/Sfrp1/Fgfr1/Cpe/Glud1/Selenom/Dio2/Gabbr1/Nrxn1/Tcf7l2/Cry2/Sidt2/Nr1d1/Sybu",21
"GO:0042326","GO:0042326","negative regulation of phosphorylation","22/453","408/23355",1.79815651748993e-05,0.000327221842155085,0.000204616520712917,"Ppp2r5a/Sirpa/Prnp/Ogt/Wwtr1/Jun/Plpp3/Camk2n1/Apoe/Sfrp1/Socs3/Impact/Hgf/Pik3ip1/Dusp1/Sirt2/Ppp1r15a/Sorl1/Dmd/Ntrk3/Ddit4/Gadd45g",22
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","23/453","439/23355",1.83821999072211e-05,0.000331888817148415,0.00020753484724974,"Prnp/Sdc4/Dab1/Mmd2/Cd81/Sash1/Fgfr1/Slc27a1/Fermt2/Clu/Rgcc/Dag1/Emp2/Nrxn1/Pdgfrb/Plce1/Hgf/Gprc5b/Chil1/Dazap2/Ntrk3/Tgfb2/Gadd45g",23
"GO:0001570","GO:0001570","vasculogenesis","10/453","97/23355",1.90554922373929e-05,0.000337428793311373,0.000210999073964654,"Fgfr1/Junb/Tmem100/Ntrk2/Zfp36l1/Emp2/Qk/Pdgfrb/Fgfr2/Tiparp",10
"GO:0051668","GO:0051668","localization within membrane","10/453","97/23355",1.90554922373929e-05,0.000337428793311373,0.000210999073964654,"Nme7/Lrp4/Ptn/Apoe/Cd81/Nrxn1/Nrxn2/Sorbs1/Gsn/Slc7a11",10
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","11/453","118/23355",1.9237917371824e-05,0.000337970340289557,0.000211337711073194,"Btg2/Slc16a2/Sox2/Foxo1/Ptprz1/Ptn/Nr2e1/Gnai2/Id2/Sirt2/Rsu1",11
"GO:0006470","GO:0006470","protein dephosphorylation","16/453","239/23355",1.9250890549887e-05,0.000337970340289557,0.000211337711073194,"Bcl2/Mgat5/Ppp2r5a/Ptpra/Pink1/Ptprz1/Gnai2/Cmya5/Pdgfrb/Cry2/Ppp2r2b/Dusp1/Phlpp1/Ptprf/Ppp1r15a/Ppm1k",16
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","21/453","380/23355",1.93532065510591e-05,0.000337970340289557,0.000211337711073194,"Sirpa/Syt11/Cd9/Apoe/Zfp36/Selenos/Rgma/Htra1/Gja1/Neo1/Rora/Socs3/Nrxn1/Nr1d1/Hgf/Dusp1/Sirt2/Abr/Sema6d/Serpine2/Fabp7",21
"GO:0042692","GO:0042692","muscle cell differentiation","22/453","410/23355",1.93797067411909e-05,0.000337970340289557,0.000211337711073194,"Igfbp5/Bcl2/Hopx/Cd9/Cd81/Ednrb/Neo1/Rora/Thra/Sox9/Id2/Hes1/Qk/Nr3c1/Pdgfrb/Pdcd4/Camk2d/Csrp1/Sort1/Bhlhe41/Fgfr2/Dmd",22
"GO:0044091","GO:0044091","membrane biogenesis","7/453","44/23355",2.03215441935768e-05,0.000349105930847864,0.000218300955889365,"Lrp4/Syt11/Psap/Sptbn1/Emp2/Nrxn1/Nrxn2",7
"GO:0072659","GO:0072659","protein localization to plasma membrane","18/453","296/23355",2.16611444533549e-05,0.00036936262616017,0.000230967758596201,"Acsl3/Atp1b1/Ppp2r5a/Prnp/Tmem59/Scp2/Cd81/Lrp1/Sptbn1/Sqstm1/Slc9a3r1/Ttc8/Emp2/Nrxn1/Sorbs1/Camk2d/Camk2g/Tpbg",18
"GO:0005977","GO:0005977","glycogen metabolic process","9/453","79/23355",2.22194930215797e-05,0.000371994712259465,0.000232613639862279,"Pygb/Phkg1/Ugp2/Ppp1r1a/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/Il6st",9
"GO:0006073","GO:0006073","cellular glucan metabolic process","9/453","79/23355",2.22194930215797e-05,0.000371994712259465,0.000232613639862279,"Pygb/Phkg1/Ugp2/Ppp1r1a/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/Il6st",9
"GO:0044042","GO:0044042","glucan metabolic process","9/453","79/23355",2.22194930215797e-05,0.000371994712259465,0.000232613639862279,"Pygb/Phkg1/Ugp2/Ppp1r1a/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/Il6st",9
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway","9/453","79/23355",2.22194930215797e-05,0.000371994712259465,0.000232613639862279,"Lmbrd1/Ogt/Sesn3/Gnai2/Socs3/Sorbs1/Ptprf/Sorl1/Rarres2",9
"GO:1901888","GO:1901888","regulation of cell junction assembly","15/453","216/23355",2.27626173878366e-05,0.000378336066619494,0.000236578979881182,"Ptpra/Sdc4/Gpm6b/Limch1/Gja1/Lrp1/Fam107a/Vcl/Fermt2/Ephb1/Ntrk2/Nrxn1/Clstn1/Tpbg/Ntrk3",15
"GO:0007034","GO:0007034","vacuolar transport","12/453","143/23355",2.35442495708432e-05,0.000388522311914559,0.000242948585460313,"Chmp4b/Lamp2/Pink1/Psap/Lrp1/Lamp1/Tmem50a/Tmem106b/Sort1/Sorl1/Scarb2/Rhob",12
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","7/453","45/23355",2.36664356960352e-05,0.000389143821230521,0.000243337224167881,"Ptn/Fgfr1/Sox9/Arhgap5/Fgfr2/Prrx1/Ctnnbip1",7
"GO:0001763","GO:0001763","morphogenesis of a branching structure","16/453","244/23355",2.48153196634567e-05,0.000404353589148699,0.00025284811064102,"Bcl2/Sox2/Tnc/Sfrp1/Fgfr1/Cpe/Dag1/Sox9/Socs3/Ctnnd2/Csmd1/Hgf/Fgfr2/Celsr1/Ctnnbip1/Tfap2c",16
"GO:0006590","GO:0006590","thyroid hormone generation","5/453","19/23355",2.49427496347156e-05,0.000404353589148699,0.00025284811064102,"Slc16a2/Slco1c1/Ctsb/Ctsl/Dio2",5
"GO:0007039","GO:0007039","protein catabolic process in the vacuole","5/453","19/23355",2.49427496347156e-05,0.000404353589148699,0.00025284811064102,"Lamp2/Cd81/Psap/Lrp1/Tmem106b",5
"GO:0007517","GO:0007517","muscle organ development","20/453","357/23355",2.50805477679585e-05,0.00040516084885502,0.000253352901737272,"Bcl2/Btg2/S1pr1/Id3/Plagl1/Gja1/Ephb1/Dag1/Fzd2/Fos/Tcf7l2/Cntfr/Sirt2/Fgfr2/Dmd/Tgfb2/Usp2/Nr4a1/Maff/Meg3",20
"GO:0006898","GO:0006898","receptor-mediated endocytosis","16/453","245/23355",2.60854089716325e-05,0.000417004246199291,0.000260758748309265,"Lmbrd1/Syt11/Sgip1/Eps15/Ppt1/Cd9/Apoe/Cd81/Lrp1/Cd63/Clu/Myo6/Sirt2/Sorl1/Ifitm3/Scarb2",16
"GO:0003149","GO:0003149","membranous septum morphogenesis","4/453","10/23355",2.67365246866013e-05,0.000425934116460596,0.000266342724523236,"Fzd2/Id2/Fgfr2/Tgfb2",4
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","16/453","246/23355",2.74127470422299e-05,0.0004284385739041,0.000267908797756576,"Bcl2/Dbi/Cst3/Chmp4b/Ogt/Pink1/Atraid/Zfp36/Timp3/Mt3/Fez1/Timp2/Qk/Sirt2/Tob1/Sorl1",16
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","13/453","169/23355",2.74484376931593e-05,0.0004284385739041,0.000267908797756576,"Igfbp5/Btg2/Prnp/Apoe/Zfp36/Calr/Clu/Ntrk2/Zfp36l1/Qk/Zfp36l2/Tob1/Sorl1",13
"GO:0045786","GO:0045786","negative regulation of cell cycle","23/453","452/23355",2.90327758892788e-05,0.000448546644947112,0.000280482663571803,"Bcl2/Btg2/Pea15a/Sox2/Notch2/Klf4/Camk2n1/Btg1/Calr/Fam107a/Rgcc/Hepacam/Slc9a3r1/Timp2/Id2/Zfp36l1/Zfp36l2/Tcf7l2/Crlf3/Fgfr2/Tgfb2/Rhob/Nr4a1",23
"GO:0009649","GO:0009649","entrainment of circadian clock","6/453","32/23355",3.04295774127228e-05,0.000466992581360586,0.000292017172715077,"Per3/Bhlhe40/Id2/Cry2/Phlpp1/Usp2",6
