"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","26/574","325/23355",1.56689373371024e-07,2.79993674224805e-06,2.1466568475586e-06,"Nnat/Ect2/Cct3/Dynll1/Ran/Cct7/Trim28/Cdk1/Cct2/Ipo5/Cep295/Ppia/Egfr/Cct4/Rack1/Myh10/Cdk5r1/Brca1/Sox4/Hsp90aa1/Oxct1/Cct5/Tcp1/Hnrnpm/Hsp90ab1/Kif20b",26
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","29/574","399/23355",2.35418922952681e-07,4.10367495107712e-06,3.14620748424893e-06,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",29
"GO:0046700","GO:0046700","heterocycle catabolic process","29/574","400/23355",2.48075433650086e-07,4.30320118077905e-06,3.29918034995493e-06,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",29
"GO:0007292","GO:0007292","female gamete generation","17/574","160/23355",4.59467901914503e-07,7.81754956558839e-06,5.99356265907108e-06,"Sgo2a/Aspm/H3f3a/Ncaph/Aurka/Cenpe/Rps6/Plk1/Fbxo5/Ccnb2/Ttk/Top2a/H3f3b/Trip13/Ccnb1/Ndc80/Ubb",17
"GO:0016569","GO:0016569","covalent chromatin modification","31/574","464/23355",5.71380108514715e-07,9.62951500416269e-06,7.38276119258226e-06,"Hat1/Actl6a/Ccna2/Pole3/Sfpq/Kdm1a/Nsd2/Baz1b/Ezh2/Trim28/Fbl/Prmt1/Hdac2/Mbd3/Yeats4/Ctcf/Dnmt1/Smarca4/Aurkb/Haspin/Suz12/Brca1/Ccnb1/Vrk1/Eny2/Naa50/Uhrf1/Dpy30/Brd8/Incenp/Hells",31
"GO:0051302","GO:0051302","regulation of cell division","17/574","163/23355",5.98674067760687e-07,1.0041910306401e-05,7.69893662115283e-06,"Aspm/Aurka/Ect2/Plk4/Ybx1/Cit/E2f8/Prc1/Blm/Plk1/Kif23/Cenpv/Aurkb/Racgap1/Kif20a/Incenp/Kif20b",17
"GO:0019439","GO:0019439","aromatic compound catabolic process","29/574","419/23355",6.47296790422894e-07,1.08065135527878e-05,8.28514300565998e-06,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",29
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","30/574","446/23355",7.55358515480576e-07,1.24932785165066e-05,9.57835277892138e-06,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Ywhah/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",30
"GO:0030010","GO:0030010","establishment of cell polarity","16/574","148/23355",7.89052741975407e-07,1.29279608792155e-05,9.91161526172759e-06,"Map2/Sapcd2/Cdk5rap2/Cenpa/Fscn1/Mad2l1/Wee1/Plk1/Spdl1/Spag5/Hsp90aa1/Hsp90ab1/Ndc80/Cfl1/Kif20b/Map1b",16
"GO:0018205","GO:0018205","peptidyl-lysine modification","26/574","364/23355",1.3688549396882e-06,2.17305721675502e-05,1.66604055159419e-05,"Hat1/Actl6a/Pole3/Kdm1a/Nsd2/Kmt5a/Ezh2/Trim28/Sae1/Uba2/Hdac2/Mbd3/Yeats4/Ctcf/Gnl3/Dnmt1/Smarca4/Bcl11a/Suz12/Brca1/Sumo2/Sox4/Naa50/Ube2i/Dpy30/Brd8",26
"GO:0050767","GO:0050767","regulation of neurogenesis","29/574","443/23355",1.98554194177038e-06,3.04335652798943e-05,2.33328204590984e-05,"Map2/Hes6/Aspm/Dlx1/Dlx2/Caprin1/Pak3/Dcx/Chd7/Kdm1a/Ywhah/Cit/Ppp1cc/Ezh2/Eif4g2/Hdac2/Cd24a/Ascl1/Nap1l1/Hmgb2/Rpl4/Egfr/Bcl11a/Cdk5r1/Atp5g1/Dbn1/Sox11/Olig2/Map1b",29
"GO:0016570","GO:0016570","histone modification","29/574","450/23355",2.7053739608704e-06,4.02523422797286e-05,3.0860685129506e-05,"Hat1/Actl6a/Ccna2/Pole3/Sfpq/Kdm1a/Nsd2/Baz1b/Ezh2/Fbl/Prmt1/Hdac2/Mbd3/Yeats4/Ctcf/Dnmt1/Smarca4/Aurkb/Haspin/Suz12/Brca1/Ccnb1/Vrk1/Eny2/Naa50/Uhrf1/Dpy30/Brd8/Incenp",29
"GO:0046785","GO:0046785","microtubule polymerization","11/574","79/23355",3.5787415906999e-06,5.17317280346701e-05,3.96617061185826e-05,"Map2/Tpx2/Psrc1/Cdk5rap2/Stmn1/Fkbp4/Rps3/Fbxo5/Cep192/Stmn2/Map1b",11
"GO:0022411","GO:0022411","cellular component disassembly","26/574","385/23355",3.83194301147105e-06,5.49451183418995e-05,4.21253497441003e-05,"Map2/Bok/Kif18a/Tpx2/Stmn3/Kif2c/Atpif1/Stmn1/Fscn1/Plk1/Cd24a/Cdk1/Ckap2/Smarca4/Smarcc1/Eif5a/Rpl23/Top2a/Smarce1/Vrk1/Smarcd1/Lima1/Gspt1/Cfl1/Stmn2/Map1b",26
"GO:0071353","GO:0071353","cellular response to interleukin-4","7/574","29/23355",5.09310297086497e-06,7.13034415921095e-05,5.4666956877498e-05,"Rplp0/Mcm2/Cdk4/Rpl3/Tuba1b/Rps2/Hsp90ab1",7
"GO:0007019","GO:0007019","microtubule depolymerization","9/574","54/23355",6.10020614055055e-06,8.44059651198356e-05,6.4712405914503e-05,"Map2/Kif18a/Tpx2/Stmn3/Kif2c/Stmn1/Ckap2/Stmn2/Map1b",9
"GO:0070670","GO:0070670","response to interleukin-4","7/574","31/23355",8.22256010497805e-06,0.000111176516096205,8.52368648064564e-05,"Rplp0/Mcm2/Cdk4/Rpl3/Tuba1b/Rps2/Hsp90ab1",7
"GO:0006457","GO:0006457","protein folding","15/574","158/23355",8.7346218545476e-06,0.000117208737036873,8.98616508571133e-05,"Hspd1/Hspa14/Vbp1/Cct3/Nudc/Cct7/Fkbp4/Cct2/Ptges3/Ppia/Cct4/Hsp90aa1/Cct5/Tcp1/Hsp90ab1",15
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","10/574","71/23355",8.93012064426403e-06,0.000118934490677913,9.11847524882469e-05,"Dhx9/Ect2/Khdrbs1/Ran/Trim28/Cdk1/Ipo5/Brca1/Hsp90aa1/Hsp90ab1",10
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","10/574","71/23355",8.93012064426403e-06,0.000118934490677913,9.11847524882469e-05,"Ssb/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Eny2/Srsf3",10
"GO:0009263","GO:0009263","deoxyribonucleotide biosynthetic process","5/574","13/23355",9.63164173129944e-06,0.000127780375478878,9.79667196999272e-05,"Dtymk/Dut/Tyms/Rrm1/Rrm2",5
"GO:0050821","GO:0050821","protein stabilization","16/574","181/23355",1.09888780433753e-05,0.000143137180667555,0.00010974048248445,"Hspd1/Cct3/Rpl11/Rpl5/Cct7/Cct2/Ptges3/Cct4/Npm1/Rpl23/Sox4/Rps7/Hsp90aa1/Cct5/Tcp1/Hsp90ab1",16
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","15/574","162/23355",1.18209246895378e-05,0.000152301478971001,0.000116766571113283,"Aurka/Cdc20/Rpl11/Rpl5/Plk1/Pbk/Smarcc1/Xpo1/Rack1/Rpl23/Sumo2/Rps7/Csnk1e/Hsp90ab1/Usp14",15
"GO:1904591","GO:1904591","positive regulation of protein import","9/574","59/23355",1.29250996228318e-05,0.000164737112038673,0.00012630072825178,"Ect2/Ran/Trim28/Cdk1/Ipo5/Brca1/Hsp90aa1/Hnrnpm/Hsp90ab1",9
"GO:0030900","GO:0030900","forebrain development","25/574","397/23355",1.93528891524188e-05,0.000242319978260568,0.000185781997423146,"Aspm/Dlx1/Dlx2/Dcx/Chd7/Nfib/Elavl4/Kdm1a/Tacc3/Dlx5/Hdac2/Ascl1/Top2b/Smarca4/Eomes/Egfr/Myh10/Cdk5r1/Hnrnpk/Tra2b/Olig2/Syne2/Ubb/Ncam1/Arx",25
"GO:0034101","GO:0034101","erythrocyte homeostasis","14/574","153/23355",2.62363245889447e-05,0.000316258882163686,0.000242469511812192,"Rps6/Atpif1/Kdm1a/Cdk6/Lyar/Rps19/Prmt1/Rps17/Cd24a/Casp3/Hmgb2/Rps24/Smarca4/Ncapg2",14
"GO:0009895","GO:0009895","negative regulation of catabolic process","21/574","310/23355",3.08564499611925e-05,0.000366975036996657,0.00028135259778028,"Dhx9/Hnrnpu/Elavl4/Ybx1/Rpl11/Hnrnpd/Rpl5/Mad2l1/Eif4g2/Lzts1/Sf3b3/Pbk/Syncrip/Smarcc1/Egfr/Rpl23/Hnrnpa0/Rps7/Pabpc1/Hsp90ab1/Usp14",21
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","18/574","246/23355",4.15078684257851e-05,0.000485532829348986,0.000372248543015178,"Dhx9/Hnrnpu/Elavl4/Ybx1/Rpl11/Hnrnpd/Rpl5/Eif4g2/Lzts1/Pbk/Syncrip/Smarcc1/Rpl23/Hnrnpa0/Rps7/Pabpc1/Hsp90ab1/Usp14",18
"GO:0031113","GO:0031113","regulation of microtubule polymerization","8/574","53/23355",4.24356158313687e-05,0.000486444463991582,0.000372947475501213,"Map2/Psrc1/Cdk5rap2/Stmn1/Fkbp4/Rps3/Stmn2/Map1b",8
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","8/574","53/23355",4.24356158313687e-05,0.000486444463991582,0.000372947475501213,"Ect2/Ran/Trim28/Cdk1/Ipo5/Brca1/Hsp90aa1/Hsp90ab1",8
"GO:0009147","GO:0009147","pyrimidine nucleoside triphosphate metabolic process","5/574","17/23355",4.26801666944245e-05,0.000486444463991582,0.000372947475501213,"Dtymk/Dut/Ctps/Dctpp1/Nme1",5
"GO:0098760","GO:0098760","response to interleukin-7","5/574","17/23355",4.26801666944245e-05,0.000486444463991582,0.000372947475501213,"Hspd1/Hdgf/Ybx1/Hmgb1/Hnrnph1",5
"GO:0098761","GO:0098761","cellular response to interleukin-7","5/574","17/23355",4.26801666944245e-05,0.000486444463991582,0.000372947475501213,"Hspd1/Hdgf/Ybx1/Hmgb1/Hnrnph1",5
"GO:0071478","GO:0071478","cellular response to radiation","14/574","162/23355",4.94576084246e-05,0.000556554606195815,0.00042669955303036,"Nucks1/Parp1/Rad51/Pcna/Ect2/Kdm1a/Rad51ap1/Ccnd2/Blm/Pbk/Npm1/Rpl26/Aurkb/Eif2s1",14
"GO:0051131","GO:0051131","chaperone-mediated protein complex assembly","5/574","18/23355",5.79037718727041e-05,0.000641451130153694,0.00049178806083064,"Cct2/Ptges3/Hspa4/Hsp90aa1/Hsp90ab1",5
"GO:0031503","GO:0031503","protein-containing complex localization","18/574","257/23355",7.3167421325447e-05,0.000781331382081951,0.000599031519623543,"Hnrnpu/Ssb/Sfpq/Rcc2/Dynll1/Ran/Sem1/Fkbp4/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Haspin/Birc5/Dbn1/Eny2/Srsf3",18
"GO:0031346","GO:0031346","positive regulation of cell projection organization","25/574","436/23355",8.88278642776573e-05,0.000926310514285482,0.000710184190397075,"Caprin1/Pak3/Dcx/Elavl4/Kdm1a/Coro1c/Dynll1/Fscn1/Ezh2/Eif4g2/Cd24a/Anln/Rpl4/Eef1a1/Bcl11a/Nme1/Atp5g1/Dbn1/Hnrnpk/Hsp90aa1/Ranbp1/Dpysl3/Cfl1/Stmn2/Map1b",25
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","25/574","441/23355",0.00010626789972235,0.00108901628649186,0.000834927530049706,"Map2/Hjurp/Parp1/Dut/Insm1/Pmepa1/Pak3/Tmsb4x/Psrc1/Cdk5rap2/Stmn1/Fscn1/Tmsb10/Fkbp4/Rpl13a/Rps3/Cd24a/Rack1/H3f3b/Dbn1/Hsp90aa1/Cfl1/Stmn2/Ncam1/Map1b",25
"GO:0017038","GO:0017038","protein import","16/574","220/23355",0.000117400478959223,0.00118939060734757,0.000911882562616247,"Hspd1/Ect2/Ran/Trim28/Cdk1/Ipo5/Phip/Hspa4/Kpnb1/Brca1/Kpna2/E2f3/Hsp90aa1/Hnrnpm/Hsp90ab1/Cfl1",16
"GO:0001824","GO:0001824","blastocyst development","13/574","157/23355",0.000140541698756804,0.00140779234022309,0.00107932690816938,"Nek2/Stmn3/Actl6a/Nasp/Rpl13/Pbrm1/Smarca4/Eomes/Rrm2/G2e3/Ncapg2/Rbbp8/Matr3",13
"GO:0032259","GO:0032259","methylation","21/574","351/23355",0.000179509219305332,0.00175849802713432,0.00134820611280501,"Parp1/Snrpb/Kdm1a/Tyms/Nsd2/Kmt5a/Ezh2/Trim28/Fbl/Prmt1/Hdac2/Ctcf/Dnmt1/Ilf3/Smarca4/Suz12/Brca1/Gspt1/Dpy30/Hells/Kcnq1ot1",21
"GO:0040029","GO:0040029","regulation of gene expression, epigenetic","13/574","161/23355",0.000180678696006951,0.0017650918763756,0.00135326148831117,"Hnrnpu/Hat1/Kdm1a/Ezh2/Hdac2/Ctcf/Brca1/Cdca4/Atad2/Smarcd1/Dpy30/Hells/Kcnq1ot1",13
"GO:0097421","GO:0097421","liver regeneration","4/574","13/23355",0.000216353180727617,0.00204614869858353,0.00156874226787382,"Aurka/Ezh2/Ccnd1/Egfr",4
"GO:0006979","GO:0006979","response to oxidative stress","23/574","410/23355",0.00023063147677184,0.00216887908523237,0.00166283725970986,"Parp1/Myef2/Nono/Ect2/Melk/Psip1/Sfpq/Hnrnpd/Ezh2/Lig1/Rps3/Hdac2/Txnrd1/Casp3/Prdx2/Top2b/Ppia/Egfr/Rack1/Dhfr/Eif2s1/Hnrnpm/Cfl1",23
"GO:0008361","GO:0008361","regulation of cell size","15/574","214/23355",0.000283231249746763,0.00257588318184013,0.00197487935615592,"Map2/Dcx/Kdm1a/Eif4g2/Cdk4/Rpl4/Bcl11a/Npm1/Cdk5r1/Atp5g1/Dbn1/Hsp90aa1/Hsp90ab1/Cfl1/Map1b",15
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","12/574","147/23355",0.000286546111640685,0.00259938258416908,0.00199289588923033,"Parp1/Ect2/Hnrnpd/Ezh2/Rps3/Hdac2/Prdx2/Top2b/Egfr/Rack1/Dhfr/Cfl1",12
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","22/574","390/23355",0.000290097652952383,0.00261824176116415,0.00200735485211507,"Hspd1/Nucks1/Dhx9/Ssb/Trim59/Csde1/Trim28/Thoc7/Top2b/Ilf3/Smarca4/Ppia/Top2a/Kpna2/Pabpc1/Tcp1/Ube2i/Srpk1/Hsp90ab1/Banf1/Cfl1/Eif3a",22
"GO:0006337","GO:0006337","nucleosome disassembly","4/574","14/23355",0.00029702258156772,0.00266720277791619,0.00204489230797553,"Smarca4/Smarcc1/Smarce1/Smarcd1",4
"GO:0140527","GO:0140527","reciprocal homologous recombination","7/574","53/23355",0.000302135858639573,0.00269271958226146,0.00206445554379764,"Rad51/Cenps/Rad51ap1/Top2b/Topbp1/Top2a/Trip13",7
"GO:0051348","GO:0051348","negative regulation of transferase activity","17/574","265/23355",0.000326020454459914,0.00286962558430558,0.00220008592248873,"Hnrnpu/Cdk5rap2/Cdkn2c/Rpl11/Rpl5/Coro1c/Actb/Mad2l1/Plk1/Fbxo5/Casp3/Rtraf/Ppia/Npm1/Rpl23/Rps7/Camk2n2",17
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","13/574","172/23355",0.000345288116873362,0.00300172973937726,0.00230136759960545,"Map2/Tpx2/Vbp1/Tmsb4x/Stmn1/Tmsb10/Fkbp4/Ckap2/Dbn1/Lima1/Cfl1/Stmn2/Map1b",13
"GO:0060249","GO:0060249","anatomical structure homeostasis","23/574","426/23355",0.000396284086630473,0.0033468993371779,0.00256600239278041,"Hnrnpu/Parp1/Nek2/Rad51/Pcna/Cct3/Rpa2/Hnrnpd/Cct7/Blm/Cct2/Ptges3/Gnl3/Egfr/Cct4/Nhp2/Aurkb/Smc6/Hsp90aa1/Cct5/Nell2/Tcp1/Hsp90ab1",23
"GO:0000302","GO:0000302","response to reactive oxygen species","14/574","200/23355",0.00045309185584681,0.00375803313426703,0.00288121064997679,"Parp1/Ect2/Hnrnpd/Ezh2/Lig1/Rps3/Hdac2/Casp3/Prdx2/Top2b/Egfr/Rack1/Dhfr/Cfl1",14
"GO:1990138","GO:1990138","neuron projection extension","14/574","200/23355",0.00045309185584681,0.00375803313426703,0.00288121064997679,"Map2/Aurka/Dcx/Kdm1a/Eif4g2/Rpl4/Bcl11a/Cdk5r1/Atp5g1/Dbn1/Hnrnpk/Hsp90aa1/Hsp90ab1/Map1b",14
"GO:0033750","GO:0033750","ribosome localization","4/574","16/23355",0.000519331401932704,0.00421630699833949,0.00323256027638958,"Ran/Rps15/Xpo1/Npm1",4
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","7/574","58/23355",0.000530279804083739,0.00429538720574437,0.00329318952781893,"Aspm/Cdc20/Rad51ap1/Fbxo5/Ttk/Trip13/Cdc25c",7
"GO:0045070","GO:0045070","positive regulation of viral genome replication","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Top2b/Ppia/Top2a/Pabpc1/Srpk1",5
"GO:0070979","GO:0070979","protein K11-linked ubiquitination","5/574","28/23355",0.00054212946277854,0.00431277935042615,0.00330652374566447,"Ube2t/Ube2e3/Ube2c/Anapc5/Ube2s",5
"GO:0031145","GO:0031145","anaphase-promoting complex-dependent catabolic process","4/574","17/23355",0.000665993320467559,0.0051935794903128,0.00398181602033928,"Ube2c/Cdc20/Anapc5/Ube2s",4
"GO:0016358","GO:0016358","dendrite development","18/574","309/23355",0.000694029937614539,0.00539373430527225,0.00413527081009269,"Map2/Caprin1/Pak3/Dcx/Elavl4/Cdc20/Ywhah/Cit/Ezh2/Eif4g2/Hdac2/Lzts1/Bcl11a/Cdk5r1/Dbn1/Hnrnpk/Cfl1/Map1b",18
"GO:0043462","GO:0043462","regulation of ATPase activity","7/574","61/23355",0.000722248558292489,0.00558329537671324,0.00428060358347265,"Dhx9/Hnrnpu/Atpif1/Dynll1/Mcm2/Dnajc9/Dbn1",7
"GO:0030218","GO:0030218","erythrocyte differentiation","11/574","141/23355",0.000743104162160061,0.00573205726820212,0.00439465642195355,"Rps6/Atpif1/Kdm1a/Cdk6/Lyar/Rps19/Prmt1/Casp3/Hmgb2/Smarca4/Ncapg2",11
"GO:1901998","GO:1901998","toxin transport","6/574","45/23355",0.000774499819803006,0.00592284163273008,0.0045409270702655,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:0010720","GO:0010720","positive regulation of cell development","20/574","368/23355",0.000854984529504643,0.00647277630272105,0.00496255124742393,"Aspm/Caprin1/Aurka/Pak3/Dcx/Kdm1a/Ppp1cc/Eif4g2/Hdac2/Ascl1/Nap1l1/Rpl4/Egfr/Bcl11a/C1qbp/Atp5g1/Dbn1/Sox11/Olig2/Map1b",20
"GO:0042063","GO:0042063","gliogenesis","19/574","343/23355",0.000911933868606542,0.00684142792566427,0.0052451892509237,"Dlx1/Dlx2/Dcx/Fubp1/Nfib/Cdk6/Ppp1cc/Ezh2/Hdac2/Ascl1/Nfix/Smarca4/Egfr/Suz12/Cdk5r1/Sox4/Sox11/Olig2/Syne2",19
"GO:0007409","GO:0007409","axonogenesis","24/574","483/23355",0.000962446310403506,0.00717496662430789,0.00550090686074165,"Map2/Pak3/Dcx/Nfib/Stmn1/Crmp1/Actb/Dlx5/Eif4g2/Tubb3/Top2b/Rpl4/Bcl11a/Myh10/Cdk5r1/Atp5g1/Dbn1/Etv1/Hsp90aa1/Rpl24/Hsp90ab1/Ncam1/Arx/Map1b",24
"GO:0061351","GO:0061351","neural precursor cell proliferation","13/574","193/23355",0.00102117082811552,0.00754944587272099,0.00578801279093818,"Aspm/Insm1/Ptbp2/Melk/Kdm1a/Tacc3/Cd24a/Ascl1/Nap1l1/Shcbp1/Dbn1/Racgap1/Arx",13
"GO:0048639","GO:0048639","positive regulation of developmental growth","14/574","218/23355",0.00105562890090379,0.00778800077098313,0.00597090817501815,"Dcx/Chd7/Eif4g2/Cdk1/Naca/Rpl4/Bcl11a/Atp5g1/Dbn1/Hnrnpk/Ccnb1/Ncam1/Arx/Map1b",14
"GO:0048524","GO:0048524","positive regulation of viral process","7/574","66/23355",0.00116044887764423,0.00849085639691947,0.00650977386419438,"Dhx9/Top2b/Ppia/Top2a/Kpna2/Pabpc1/Srpk1",7
"GO:0051642","GO:0051642","centrosome localization","5/574","33/23355",0.00118334775071687,0.00862291926546964,0.00661102388774092,"Aspm/Aurka/Mad2l1/Dlgap5/Syne2",5
"GO:0007339","GO:0007339","binding of sperm to zona pellucida","6/574","49/23355",0.0012240887009364,0.00888338657250984,0.00681071908791679,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:1901028","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","4/574","20/23355",0.00127876142041358,0.00922368278091421,0.00707161754856664,"Bok/Slc25a5/Atpif1/Siva1",4
"GO:0061842","GO:0061842","microtubule organizing center localization","5/574","34/23355",0.00135966631874069,0.00976762308978158,0.00748864596605716,"Aspm/Aurka/Mad2l1/Dlgap5/Syne2",5
