"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0050877","GO:0050877","nervous system process",65,0.421577036353978,2.52846421907502,3.6540896989972e-06,5.41969410222947e-05,3.00224230509132e-05,358,"tags=63%, list=33%, signal=45%","Apoe/Ptn/Ntrk2/Atp1a2/Prnp/Dbi/Slc1a3/Btg2/Fam107a/Psap/Mgll/Gabrb1/Ednrb/Dlgap1/Myo6/Jun/Aqp4/Nrxn1/Rorb/Aplp2/Slc9a3r1/Ctnnd2/Syt11/Cntnap2/Nrxn2/Ttc8/Ephb1/Kcnj10/Tmem100/Fzd2/Ptprz1/Nr2e1/Serpine2/Dag1/Fgfr1/Hgf/Gm2a/Ppt1/Thra/Tpbg/Csmd1"
"GO:0007268","GO:0007268","chemical synaptic transmission",55,0.435998117931418,2.51455682688915,3.75522447761401e-06,5.47283149954876e-05,3.03167779336893e-05,299,"tags=56%, list=27%, signal=43%","Apoe/Cspg5/Ptn/Gfap/Glul/Ntrk2/Prnp/Dbi/Slc1a3/Fam107a/Mgll/Gabrb1/Dlgap1/Myo6/Trim9/Pdlim4/Nrxn1/Pcdh8/Ctnnd2/Nr3c1/Nrxn2/Car2/Pink1/Ephb1/Kcnj10/Sqstm1/Nr2e1/Gabbr1/Kcnn2/Tprgl/Serpine2"
"GO:0098916","GO:0098916","anterograde trans-synaptic signaling",55,0.435998117931418,2.51455682688915,3.75522447761401e-06,5.47283149954876e-05,3.03167779336893e-05,299,"tags=56%, list=27%, signal=43%","Apoe/Cspg5/Ptn/Gfap/Glul/Ntrk2/Prnp/Dbi/Slc1a3/Fam107a/Mgll/Gabrb1/Dlgap1/Myo6/Trim9/Pdlim4/Nrxn1/Pcdh8/Ctnnd2/Nr3c1/Nrxn2/Car2/Pink1/Ephb1/Kcnj10/Sqstm1/Nr2e1/Gabbr1/Kcnn2/Tprgl/Serpine2"
"GO:0043269","GO:0043269","regulation of ion transport",108,0.351271469584191,2.40001883599465,3.82966725360195e-06,5.5332088939973e-05,3.06512388173949e-05,345,"tags=56%, list=31%, signal=42%","Apoe/Slc1a2/Glul/Fxyd1/Atp1a2/Gja1/Hes1/Prnp/Dbi/Gpm6b/Cd81/Glud1/Hspa2/Acsl3/S100a1/Sfrp1/Atp1b2/Gnao1/Cldn10/Atp1b1/Nkain4/Cd63/Sorbs1/Pea15a/Camk2n1/Cebpb/Nrxn1/Gem/Lrp1/Slc9a3r1/Tmbim6/Epha5/Acsl6/Scp2/Syt11/Adcyap1r1/Nr3c1/Atp1a1/Car2/Pink1/Lmbrd1/Cyba/Abca1/Kcnj10/Bcl2/Saraf/Pdgfrb/Gabbr1/Crebrf/Serpine2/Tcf7l2/Fgfr1/Neo1/Cry2/Camk2d/Slc38a3/Nr1d1/Ogt/Sidt2/Fxyd6"
"GO:0071248","GO:0071248","cellular response to metal ion",18,0.641422406504309,2.48631467597806,4.04824816808039e-06,5.79902899974593e-05,3.21237506454962e-05,189,"tags=67%, list=17%, signal=56%","Mt3/Mt1/Junb/Prnp/Fos/Id2/Mt2/Fosb/Jun/Nrxn1/Jund/Syt11"
"GO:0008610","GO:0008610","lipid biosynthetic process",33,0.524008080475645,2.57077625764903,4.40720623992664e-06,6.25972682891276e-05,3.46757886138742e-05,402,"tags=85%, list=37%, signal=55%","Apoe/Dbi/Acsl3/Scd2/Mgll/Dkk3/Degs1/Sorbs1/Qk/Mid1ip1/Acsl6/Acsbg1/Scp2/Nr3c1/Atp1a1/Slc27a1/Chpt1/Abhd4/Tcf7l2/Nr1d1/Acadl/Plce1/Rbp1/Fads1/Agpat3/Hmgcs2/Bmpr1b/Acss1"
"GO:0099537","GO:0099537","trans-synaptic signaling",56,0.433715308383689,2.50007281422116,4.81705449616711e-06,6.78435574418158e-05,3.75819731589508e-05,306,"tags=57%, list=28%, signal=43%","Apoe/Cspg5/Ptn/Gfap/Glul/Ntrk2/Prnp/Dbi/Slc1a3/Fam107a/Mgll/Gabrb1/Dlgap1/Myo6/Trim9/Pdlim4/Nrxn1/Pcdh8/Ctnnd2/Nr3c1/Nrxn2/Car2/Pink1/Ephb1/Kcnj10/Sqstm1/Nr2e1/Gabbr1/Kcnn2/Tprgl/Serpine2/Dag1"
"GO:0008285","GO:0008285","negative regulation of cell population proliferation",71,0.394170204088197,2.37678904853643,4.94667996257325e-06,6.90886301439397e-05,3.82716818156983e-05,135,"tags=34%, list=12%, signal=32%","Apoe/Sparc/Ptn/Gja1/Ndrg2/Hes1/Prnp/Sox9/Ddah1/Ctsl/Igfbp5/Btg2/Fbxo2/Klf4/Sfrp1/Rgcc/Sdc4/Dusp1/Cd9/Klf9/Jun/Camk2n1/Kcnk2/Cebpb"
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process",82,0.379569947152473,2.36813116719018,5.0932617493877e-06,7.0547989189866e-05,3.9080094501609e-05,137,"tags=30%, list=12%, signal=29%","Apoe/Mt3/Cpe/Sparc/Ptn/Atp1a2/Gja1/Hes5/Ndrg2/Hes1/Prnp/Sox9/Zfp36/Id4/Igfbp5/Klf4/Sfrp1/Id2/Rgcc/Adamts1/Cd63/Cd9/Aqp4/Kcnk2/Lrp4"
"GO:0007275","GO:0007275","multicellular organism development",392,0.226769451431231,1.90195674551261,5.2807583275931e-06,7.25454996479183e-05,4.01866164360407e-05,227,"tags=29%, list=21%, signal=35%","Clu/Apoe/Mt3/Cpe/Sparc/Slc1a2/Plpp3/Cspg5/Id3/Junb/Ptn/Gfap/Glul/Ntrk2/Atp1a2/Gja1/Hes5/Ndrg2/Thbs4/Hes1/Dbi/Sox9/Gpm6b/Zfp36/Hopx/Zfp36l1/Id4/Slc1a3/Fos/Ddah1/Ctsl/Cd81/Igfbp5/S1pr1/Btg2/Emp2/Prex2/Psph/Bhlhe40/Bcan/Acsl3/Psap/Klf4/Gpm6a/S100a1/Sfrp1/Atp1b2/Id2/Mgll/Arhgap5/Cebpd/Itm2c/Rgcc/Socs3/Dkk3/Sdc4/Atp1b1/Ednrb/Degs1/Dusp1/Adamts1/Cd9/Zfp36l2/Htra1/F3/Klf9/Myo6/Jun/Dclk1/Kcnk2/Phgdh/Cebpb/Fjx1/Lrp4/Alcam/Mmd2/Notch2/Pdlim4/Qk/Nrxn1/Rorb/Ntm/Tnc/Aplp2/Pcdh8/Lrp1/Slc9a3r1/Ugp2/Epha5/Ctnnd2/Acsl6/Daam2/Cbs/Dab1/Adcyap1r1/Nr3c1/Ier2/Cntnap2/Nrxn2/Rora/Sirpa/Selenop/Plagl1/Enkur/Nr4a1/Tubb2a/Nme7/Sash1/Car2/Trps1/Mxi1/Pdcd4"
"GO:0016477","GO:0016477","cell migration",122,0.322465472062734,2.26266777075244,5.78924868856154e-06,7.88843967644646e-05,4.3698051718539e-05,118,"tags=26%, list=11%, signal=26%","Apoe/Sparc/Plpp3/Ptn/Glul/Ntrk2/Gja1/Thbs4/Hes1/Pla2g7/Sox9/Cd81/Igfbp5/S1pr1/Emp2/Fam107a/Klf4/Gpm6a/Sfrp1/Atp1b2/Arhgap5/Rgcc/Sdc4/Ednrb/Dusp1/Adamts1/Cd63/Cd9/Aldoa/F3/Jun/Dclk1"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",85,0.365789532561539,2.29050365018811,5.88492122675101e-06,7.95413546454411e-05,4.40619738709202e-05,324,"tags=53%, list=30%, signal=40%","Sparc/Junb/Ptn/Glul/Gja1/Hes5/Hes1/Sox9/Hopx/Ddah1/Cd81/S1pr1/Emp2/Psap/Klf4/S100a1/Sfrp1/Rgcc/Sdc4/Dusp1/Adamts1/Cd9/F3/Jun/Fjx1/Notch2/Nrxn1/Pcdh8/Rora/Nr4a1/Sash1/Mxi1/Ephb1/Tmem100/Fzd2/Btg1/Pdgfrb/Nr2e1/Rgma/Dag1/Fgfr1/Hgf/Klf2/Neo1/Rhob"
"GO:0006974","GO:0006974","cellular response to DNA damage stimulus",92,-0.367109648230961,-2.36170081639293,6.40954212356744e-06,8.59391407927922e-05,4.76060307619914e-05,455,"tags=70%, list=41%, signal=44%","Tpt1/Dhx9/Trip13/Rpa3/Top2b/Baz1b/Hpf1/Atad5/Mcm2/Foxm1/Trim28/Cbx5/Tipin/Ccnd1/Kmt5a/Casp3/Sem1/Actl6a/Brca1/Parp1/Rps27l/Mcm5/Cdkn2d/Smc6/Topbp1/Ssrp1/Rad51ap1/Mcm3/Egfr/Nono/Dtl/Smc1a/Mcm6/Rfc3/Pcna/Cbx3/Sfpq/Rad21/Rps3/Rfc4/Plk1/Neil3/Uhrf1/Clspn/Supt16/Usp1/Hmgn1/Kif22/Mcm7/Lig1/Npm1/Nucks1/Hmgb1/Nsd2/Dek/Pttg1/Fbxo5/Esco2/Cdk1/Smc4/Sox4/Smc2/Pclaf/Top2a"
"GO:0033044","GO:0033044","regulation of chromosome organization",48,-0.465215005051502,-2.48235603621667,6.58725586081977e-06,8.76209589105867e-05,4.85376747639351e-05,421,"tags=73%, list=38%, signal=47%","Cenpv/Mcm2/Trim28/Cdk5rap2/Spdl1/Brca1/Nek2/Parp1/Mad2l1/Tcp1/Ttk/H3f3a/Cct2/Cit/Ndc80/Hnrnpu/Bub3/Sfpq/Rad21/Plk1/Bub1b/Bub1/Dnmt1/Tacc3/H3f3b/Aurkb/Sgo2a/Pttg1/Fbxo5/Hnrnpd/Ccnb1/Cenpe/Birc5/Ube2c/Top2a"
"GO:0010959","GO:0010959","regulation of metal ion transport",26,0.569513868617974,2.52887651397742,6.93824422621383e-06,9.1117178371832e-05,5.04744073131239e-05,277,"tags=69%, list=25%, signal=53%","Fxyd1/Atp1a2/Gja1/Hes1/Prnp/Dbi/Hspa2/S100a1/Atp1b2/Gnao1/Atp1b1/Gem/Tmbim6/Adcyap1r1/Cyba/Bcl2/Saraf/Pdgfrb"
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition",27,-0.561869004325169,-2.52169462082253,6.95882985178669e-06,9.1117178371832e-05,5.04744073131239e-05,105,"tags=48%, list=10%, signal=45%","Npm1/Cdk4/Dbf4/Fbxo5/Anp32b/Cdk1/Ezh2/Ccnb1/Cenpe/Birc5/Ccnd2/Lmnb1/Ube2c"
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission",45,0.464966878352574,2.53741438494705,7.09907597926947e-06,9.15234718558126e-05,5.06994737952686e-05,299,"tags=60%, list=27%, signal=46%","Apoe/Cspg5/Ptn/Gfap/Glul/Ntrk2/Prnp/Dbi/Slc1a3/Fam107a/Mgll/Dlgap1/Myo6/Nrxn1/Pcdh8/Ctnnd2/Nr3c1/Car2/Pink1/Ephb1/Kcnj10/Sqstm1/Nr2e1/Gabbr1/Kcnn2/Tprgl/Serpine2"
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling",45,0.464966878352574,2.53741438494705,7.09907597926947e-06,9.15234718558126e-05,5.06994737952686e-05,299,"tags=60%, list=27%, signal=46%","Apoe/Cspg5/Ptn/Gfap/Glul/Ntrk2/Prnp/Dbi/Slc1a3/Fam107a/Mgll/Dlgap1/Myo6/Nrxn1/Pcdh8/Ctnnd2/Nr3c1/Car2/Pink1/Ephb1/Kcnj10/Sqstm1/Nr2e1/Gabbr1/Kcnn2/Tprgl/Serpine2"
"GO:0070925","GO:0070925","organelle assembly",85,-0.376646154281169,-2.38359146412648,7.31900486374961e-06,9.32214788665599e-05,5.16400856426993e-05,419,"tags=62%, list=38%, signal=42%","Rpl5/Rps23/Rpl38/Cdk5rap2/Lsm3/Rps25/Hdac2/Cep295/Nek2/Kifc1/Rps27l/Rpl3/G3bp1/Dynll1/Rpl23a/Rps28/Rpl24/Ndc80/Cenpk/Smc1a/Rps5/Dlgap5/Hnrnpu/Rps19/Rpl6/Rplp0/Rps2/Fnbp1l/Cenph/Rps3/Plk4/Lsm4/Ccnb2/Cenpw/Plk1/Aurka/Dcx/Kif4/Npm1/Rpsa/Aurkb/Incenp/Fbxo5/Cdc20/Kif23/Kif11/Aspm/Racgap1/Cenpe/Cenpa/Tpx2/Tubb5/Prc1"
"GO:0048583","GO:0048583","regulation of response to stimulus",251,0.255225530454162,2.02017749095199,7.34202578185317e-06,9.32214788665599e-05,5.16400856426993e-05,434,"tags=57%, list=40%, signal=45%","Clu/Apoe/Mt3/Plpp3/Ptn/Ntrk2/Gja1/Hes5/Ndrg2/Thbs4/Hes1/Pla2g7/Prnp/Sox9/Zfp36/Hopx/Ddah1/Cd81/Igfbp5/S1pr1/Emp2/Prex2/Timp3/Psap/Klf4/Sptbn1/Sfrp1/Mlc1/Mgll/Itm2c/Rgcc/Socs3/Lamp1/Dkk3/Ednrb/Dusp1/Dlgap1/Cd63/Cd9/Htra1/F3/Jun/Sorbs1/Pea15a/Camk2n1/Kcnk2/S100a13/Sesn3/Cebpb/Lrp4/Mmd2/Notch2/Nrxn1/Ppp1r15a/C4b/Aplp2/Enho/Lrp1/Slc9a3r1/Tmbim6/Mgat5/Ctnnd2/Daam2/Cbs/Syt11/Cmya5/Dab1/Adcyap1r1/Nr3c1/Rora/Sirpa/Sash1/Trps1/Pink1/Pdcd4/Lmbrd1/Cyba/Acaa2/Tnfrsf19/Abca1/Ephb1/Rgs20/Tmem100/Bcl2/Timp2/Sqstm1/Pdgfrb/Cavin3/Rgma/Crebrf/Slc15a2/Serpine2/Tcf7l2/Aldh2/Dag1/Fgfr1/Gclm/Foxo1/Hgf/Wwtr1/Klf2/Neo1/Selenos/Cry2/Camk2d/Nr1d1/Peli2/Thra/Ogt/Crtc3/Adk/Calr/Plce1/Tpbg/Crlf3/Nfkbiz/Pik3ip1/Il6st/Gprc5b/Prrx1/Prdx1/Zfp703/Fezf2/Sox2/Fermt2/Tob1/Bmpr1b/Gadd45g/Fgfr2/Rgs5/Plxnb1/Phlpp1/Tspan12/Nfe2l2/Rarres2/Slc7a11/Ptprf/Ctnnbip1/Ntrk3/Sema6d/Abr/Chil1/Dmd/Sorl1"
"GO:0034330","GO:0034330","cell junction organization",64,0.40928664485476,2.44417042621554,7.49284806061432e-06,9.44211530044331e-05,5.23046457416845e-05,204,"tags=42%, list=19%, signal=36%","Apoe/Sparc/Ptn/Ntrk2/Gja1/Ndrg2/Sparcl1/Prnp/Gpm6b/Fam107a/Bcan/Gpm6a/Sdc4/Malat1/Cldn10/Cd9/Myo6/Sorbs1/Lrp4/Nrxn1/Tnc/Pcdh8/Lrp1/Epha5/Ctnnd2/Nrxn2/Chchd10"
"GO:0051304","GO:0051304","chromosome separation",27,-0.558894927149564,-2.5083468220333,7.73923779402064e-06,9.63539929871616e-05,5.33753434334107e-05,279,"tags=67%, list=25%, signal=51%","Ncaph/Cit/Ndc80/Ncapd3/Bub3/Rad21/Plk1/Bub1b/Bub1/Tacc3/Aurkb/Pttg1/Fbxo5/Ccnb1/Cenpe/Birc5/Ube2c/Top2a"
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis",32,0.51866904691094,2.53565817922009,7.76121065230717e-06,9.63539929871616e-05,5.33753434334107e-05,194,"tags=50%, list=18%, signal=42%","Apoe/Mt3/Mt1/Fxyd1/Atp1a2/Gja1/Prnp/Dbi/S1pr1/Atp1b1/Ednrb/Mt2/Camk2n1/Lrp1/Tmbim6/Adcyap1r1"
"GO:0046903","GO:0046903","secretion",64,0.406963684656812,2.43029821541052,8.88143312205897e-06,0.000109450602298315,6.06302168239629e-05,341,"tags=64%, list=31%, signal=47%","Apoe/Cpe/Cspg5/Glul/Ntrk2/Gja1/Glud1/Acsl3/Psap/Sfrp1/Rgcc/Lamp1/Sdc4/Ednrb/Myo6/Aqp4/Camk2n1/Trim9/Nrxn1/Dio2/Lrp1/Slc9a3r1/Epha5/Syt11/Nr3c1/Nrxn2/Car2/Pink1/Cyba/Selenom/Abca1/Gabbr1/Serpine2/Tcf7l2/Fgfr1/Neo1/Cry2/Ppt1/Nr1d1/Slc16a2/Sidt2"
"GO:0098657","GO:0098657","import into cell",22,0.600293409158815,2.53071152419881,9.36899735676957e-06,0.000114616347225882,6.34917838545583e-05,295,"tags=73%, list=27%, signal=54%","Slc1a2/Gfap/Atp1a2/Prnp/Gpm6b/Slc1a3/Acsl3/Atp1b2/Atp1b1/Myo6/Acsl6/Atp1a1/Slc27a1/Kcnj10/Eps15/Slc15a2"
"GO:0044283","GO:0044283","small molecule biosynthetic process",45,0.459803826844682,2.50923861205594,9.53687207893805e-06,0.000115824620321016,6.41611073502926e-05,402,"tags=78%, list=37%, signal=51%","Apoe/Glul/Slc1a3/Glud1/Psph/Acsl3/Scd2/Mgll/Dkk3/Degs1/Aldoa/Phgdh/Ldhb/Qk/Smpdl3a/Mid1ip1/Acsbg1/Scp2/Cbs/Entpd2/Adcyap1r1/Nr3c1/Nme7/Coq10b/Tcf7l2/Foxo1/Nr1d1/Acadl/Ogt/Adk/Psat1/Rbp1/Fads1/Hmgcs2/Acss1"
"GO:0010647","GO:0010647","positive regulation of cell communication",131,0.307500380772379,2.15572292988659,9.82833044746208e-06,0.000118505624675874,6.56462510765737e-05,369,"tags=53%, list=34%, signal=40%","Clu/Apoe/Mt3/Ptn/Gfap/Glul/Ntrk2/Gja1/Hes5/Hes1/Prnp/Dbi/Sox9/Slc1a3/Cd81/Igfbp5/Glud1/Emp2/Fam107a/Timp3/Psap/Sfrp1/Itm2c/Cd63/F3/Jun/Sorbs1/Pea15a/Camk2n1/S100a13/Mmd2/Notch2/Nrxn1/Enho/Lrp1/Slc9a3r1/Mgat5/Daam2/Adcyap1r1/Nr3c1/Sash1/Car2/Trps1/Pink1/Pdcd4/Cyba/Tnfrsf19/Timp2/Sqstm1/Pdgfrb/Nr2e1/Cavin3/Gabbr1/Crebrf/Serpine2/Tcf7l2/Fgfr1/Hgf/Klf2/Neo1/Camk2d/Peli2/Thra/Calr/Plce1/Tpbg/Crlf3/Il6st/Gprc5b/Prrx1"
"GO:0098739","GO:0098739","import across plasma membrane",16,0.653117921915543,2.44883434302751,1.01717635813398e-05,0.000121770541159468,6.74548532236219e-05,206,"tags=69%, list=19%, signal=57%","Slc1a2/Gfap/Atp1a2/Prnp/Slc1a3/Atp1b2/Atp1b1/Slc9a3r1/Acsl6/Atp1a1/Slc27a1"
"GO:0006631","GO:0006631","fatty acid metabolic process",22,0.598863423420228,2.52468300325744,1.04017799316379e-05,0.000122938918402239,6.81020763916433e-05,265,"tags=73%, list=24%, signal=56%","Dbi/Sox9/Acsl3/Scd2/Mgll/Degs1/Naaa/Qk/Mid1ip1/Acsl6/Acsbg1/Scp2/Slc27a1/Acaa2/Acox1/Cyb5a"
"GO:0006644","GO:0006644","phospholipid metabolic process",20,0.608642553378631,2.46863531567454,1.04160658789486e-05,0.000122938918402239,6.81020763916433e-05,284,"tags=75%, list=26%, signal=57%","Plpp3/Pla2g7/Dbi/Prdx6/Acsl3/Socs3/Naaa/Smpdl3a/Pitpnc1/Acsl6/Scp2/Slc27a1/Chpt1/Pdgfrb/Abhd4"
"GO:0040011","GO:0040011","locomotion",141,0.30575375641172,2.16589021052835,1.0852945617169e-05,0.000127199558422204,7.04622600982189e-05,118,"tags=25%, list=11%, signal=25%","Apoe/Sparc/Plpp3/Ptn/Glul/Ntrk2/Atp1a2/Gja1/Thbs4/Hes1/Pla2g7/Sox9/Cd81/Igfbp5/S1pr1/Emp2/Fam107a/Klf4/Gpm6a/Sfrp1/Atp1b2/Id2/Arhgap5/Rgcc/Sdc4/Ednrb/Dusp1/Cmtm5/Adamts1/Cd63/Cd9/Aldoa/F3/Jun/Dclk1"
"GO:0048870","GO:0048870","cell motility",125,0.314409092233816,2.20379161306509,1.11733358860556e-05,0.000129148351345029,7.1541794929227e-05,118,"tags=26%, list=11%, signal=26%","Apoe/Sparc/Plpp3/Ptn/Glul/Ntrk2/Gja1/Thbs4/Hes1/Pla2g7/Sox9/Cd81/Igfbp5/S1pr1/Emp2/Fam107a/Klf4/Gpm6a/Sfrp1/Atp1b2/Arhgap5/Rgcc/Sdc4/Ednrb/Dusp1/Adamts1/Cd63/Cd9/Aldoa/F3/Jun/Dclk1"
"GO:0051674","GO:0051674","localization of cell",125,0.314409092233816,2.20379161306509,1.11733358860556e-05,0.000129148351345029,7.1541794929227e-05,118,"tags=26%, list=11%, signal=26%","Apoe/Sparc/Plpp3/Ptn/Glul/Ntrk2/Gja1/Thbs4/Hes1/Pla2g7/Sox9/Cd81/Igfbp5/S1pr1/Emp2/Fam107a/Klf4/Gpm6a/Sfrp1/Atp1b2/Arhgap5/Rgcc/Sdc4/Ednrb/Dusp1/Adamts1/Cd63/Cd9/Aldoa/F3/Jun/Dclk1"
"GO:0072657","GO:0072657","protein localization to membrane",43,0.460979409418547,2.47521405910007,1.16798383162036e-05,0.000134078143958611,7.42726560554547e-05,359,"tags=67%, list=33%, signal=47%","Apoe/Cpe/Ptn/Prnp/Cd81/Emp2/Acsl3/Sptbn1/Atp1b1/Sorbs1/Lrp4/Nrxn1/Lrp1/Slc9a3r1/Tmem59/Scp2/Nrxn2/Nme7/Sec62/Ttc8/Ppp2r5a/Sqstm1/Dag1/Gsn/Camk2d/Ogt/Camk2g/Tpbg/Chmp4b"
"GO:0019216","GO:0019216","regulation of lipid metabolic process",28,0.551570900639107,2.56304064969208,1.2817088753057e-05,0.00014613225000084,8.09500342298337e-05,365,"tags=82%, list=33%, signal=56%","Apoe/Dbi/Sox9/Cd81/Acsl3/Psap/Id2/Dkk3/Sorbs1/Mid1ip1/Scp2/Nr3c1/Atp1a1/Rora/Slc27a1/Ppp2r5a/Pdgfrb/Tcf7l2/Nr1d1/Thra/Acadl/Crtc3/Pik3ip1"
"GO:0048708","GO:0048708","astrocyte differentiation",18,0.619148571030349,2.39997568396959,1.30030412329884e-05,0.000147250656124922,8.15695758712356e-05,76,"tags=44%, list=7%, signal=42%","Mt3/Plpp3/Gfap/Hes5/Hes1/Sox9/Id4/Id2"
"GO:0034764","GO:0034764","positive regulation of transmembrane transport",17,0.656279709754917,2.49295122249685,1.38242103322141e-05,0.000154462510111938,8.55645860562302e-05,225,"tags=71%, list=20%, signal=57%","Slc1a2/Fxyd1/Dbi/Hspa2/S100a1/Atp1b2/Atp1b1/Sorbs1/Slc9a3r1/Acsl6/Car2/Pink1"
"GO:0034767","GO:0034767","positive regulation of ion transmembrane transport",17,0.656279709754917,2.49295122249685,1.38242103322141e-05,0.000154462510111938,8.55645860562302e-05,225,"tags=71%, list=20%, signal=57%","Slc1a2/Fxyd1/Dbi/Hspa2/S100a1/Atp1b2/Atp1b1/Sorbs1/Slc9a3r1/Acsl6/Car2/Pink1"
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis",29,0.537431306685492,2.52863698310145,1.46407050011411e-05,0.00016250212968154,9.0018137406807e-05,261,"tags=62%, list=24%, signal=49%","Apoe/Mt3/Mt1/Fxyd1/Atp1a2/Gja1/Prnp/Dbi/S1pr1/Atp1b1/Ednrb/Mt2/Lrp1/Tmbim6/Adcyap1r1/Cyba/Fzd2/Bcl2"
"GO:0006865","GO:0006865","amino acid transport",16,0.645755422396364,2.42122900397908,1.49234653981589e-05,0.000164550842153383,9.11530227228263e-05,335,"tags=88%, list=31%, signal=62%","Slc1a2/Gfap/Ntrk2/Gja1/Slc1a3/Sfxn5/Myo6/Slc9a3r1/Nr3c1/Slc7a10/Kcnj10/Gabbr1/Slc38a3/Slc16a2"
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade",31,0.52201506681674,2.49001888839474,1.52685471073879e-05,0.000167255457202498,9.26512456052024e-05,170,"tags=48%, list=15%, signal=42%","Apoe/Mt3/Ndrg2/Sox9/Zfp36l1/Timp3/Klf4/Dusp1/Zfp36l2/Jun/Camk2n1/Notch2/Nrxn1/Lrp1/Slc9a3r1"
"GO:0048167","GO:0048167","regulation of synaptic plasticity",21,0.585657928710509,2.44332347294296,1.53719629989303e-05,0.000167294870040307,9.26730783667569e-05,299,"tags=76%, list=27%, signal=57%","Apoe/Ptn/Gfap/Ntrk2/Prnp/Dbi/Fam107a/Mgll/Myo6/Ctnnd2/Nr3c1/Kcnj10/Sqstm1/Nr2e1/Kcnn2/Serpine2"
"GO:0023056","GO:0023056","positive regulation of signaling",132,0.310307316158804,2.17850529892765,1.5913809783849e-05,0.000172074485146652,9.53207485864506e-05,369,"tags=54%, list=34%, signal=41%","Clu/Apoe/Mt3/Ptn/Gfap/Glul/Ntrk2/Gja1/Hes5/Hes1/Prnp/Dbi/Sox9/Slc1a3/Cd81/Igfbp5/Glud1/Emp2/Fam107a/Timp3/Psap/Sfrp1/Itm2c/Cd63/F3/Jun/Sorbs1/Pea15a/Camk2n1/S100a13/Mmd2/Notch2/Nrxn1/Enho/Lrp1/Slc9a3r1/Mgat5/Daam2/Adcyap1r1/Nr3c1/Sash1/Car2/Trps1/Pink1/Pdcd4/Cyba/Tnfrsf19/Timp2/Sqstm1/Pdgfrb/Nr2e1/Cavin3/Eps15/Gabbr1/Crebrf/Serpine2/Tcf7l2/Fgfr1/Hgf/Klf2/Neo1/Camk2d/Peli2/Thra/Calr/Plce1/Tpbg/Crlf3/Il6st/Gprc5b/Prrx1"
"GO:0001667","GO:0001667","ameboidal-type cell migration",34,0.506227195558924,2.52458712597416,1.64933956146832e-05,0.000177198275962878,9.81590751157258e-05,117,"tags=38%, list=11%, signal=35%","Apoe/Sparc/Plpp3/Glul/Gja1/Sox9/Emp2/Klf4/Rgcc/Sdc4/Ednrb/Cd63/Jun"
"GO:0048878","GO:0048878","chemical homeostasis",87,0.355034458437268,2.23681829123684,1.81897797750518e-05,0.000194178795560426,0.000107565442585288,388,"tags=64%, list=35%, signal=45%","Apoe/Mt3/Mt1/Fxyd1/Atp1a2/Gja1/Prnp/Dbi/Slc1a3/Igfbp5/S1pr1/Atp1b2/Atp1b1/Ednrb/Mt2/Aqp4/Camk2n1/Sesn3/Nrxn1/Aplp2/Lrp1/Slc9a3r1/Tmbim6/Epha5/Adcyap1r1/Atp1a1/Rora/Slc4a4/Car2/Cyba/Fth1/Abca1/Acox1/Kcnj10/Fzd2/Bcl2/Soat1/Abhd4/Tcf7l2/Vcam1/Gclm/Foxo1/Neo1/Cry2/Slc22a17/Camk2d/Ppt1/Nr1d1/Ogt/Sidt2/Csmd1/Il6st/Gprc5b/Rbp1/Tmem106b/Clstn1"
